TYPE|ID_FULL|DISPLAY|COMMENTS|ID|_GENDER|_REGION|_FORM|_COSTUME|_PURIFIED|POGO_ID_FULL|POGO_ID|POGO_FORM|THESILPHROAD_ID_FULL|TYPE1|TYPE2|ATK|DEF|STA|FAMILY|PARENT|BRANCH|POKEDEX_ID|GEN|REGION|FORM|GENDER|COSTUME|PURIFIED|BABY|LEGENDARY|MYTHICAL|MEGA|_blank|REGIONAL|RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW|RELEASED_MEGA|RARITY||pokedexId|assetBundleSuffix|assetBundleValue|assetBundleCostume|pokemon_image|pokemon_image_shiny
#N/A|BOLDORE_NORMAL|Boldore (Normal)||BOLDORE|||||NORMAL|BOLDORE_NORMAL|BOLDORE|NORMAL|boldore|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|ROGGENROLA||525|5|UNOVA||||||||||||SHINY|||RARE||525||||pokemon_icon_525_00.png|pokemon_icon_525_00_shiny.png
#N/A|BOLDORE_PURIFIED|Boldore (Purified)||BOLDORE|||||PURIFIED|BOLDORE_PURIFIED|BOLDORE|PURIFIED|boldore|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|ROGGENROLA||525|5|UNOVA||||PURIFIED||||||||SHINY|||RARE||525||||pokemon_icon_525_00.png|pokemon_icon_525_00_shiny.png
#N/A|BOLDORE_SHADOW|Boldore (Shadow)||BOLDORE|||||SHADOW|BOLDORE_SHADOW|BOLDORE|SHADOW|boldore|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|ROGGENROLA||525|5|UNOVA||||SHADOW||||||||SHINY|||RARE||525||||pokemon_icon_525_00.png|pokemon_icon_525_00_shiny.png
#N/A|GIGALITH_NORMAL|Gigalith (Normal)||GIGALITH|||||NORMAL|GIGALITH_NORMAL|GIGALITH|NORMAL|gigalith|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|ROGGENROLA||526|5|UNOVA||||||||||||SHINY|||RARE||526||||pokemon_icon_526_00.png|pokemon_icon_526_00_shiny.png
#N/A|GIGALITH_PURIFIED|Gigalith (Purified)||GIGALITH|||||PURIFIED|GIGALITH_PURIFIED|GIGALITH|PURIFIED|gigalith|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|ROGGENROLA||526|5|UNOVA||||PURIFIED||||||||SHINY|||RARE||526||||pokemon_icon_526_00.png|pokemon_icon_526_00_shiny.png
#N/A|GIGALITH_SHADOW|Gigalith (Shadow)||GIGALITH|||||SHADOW|GIGALITH_SHADOW|GIGALITH|SHADOW|gigalith|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|ROGGENROLA||526|5|UNOVA||||SHADOW||||||||SHINY|||RARE||526||||pokemon_icon_526_00.png|pokemon_icon_526_00_shiny.png
#N/A|WOOBAT_NORMAL|Woobat (Normal)||WOOBAT|||||NORMAL|WOOBAT_NORMAL|WOOBAT|NORMAL|woobat|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|WOOBAT||527|5|UNOVA||||||||||||SHINY|||RARE||527||||pokemon_icon_527_00.png|pokemon_icon_527_00_shiny.png
#N/A|WOOBAT_PURIFIED|Woobat (Purified)||WOOBAT|||||PURIFIED|WOOBAT_PURIFIED|WOOBAT|PURIFIED|woobat|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|WOOBAT||527|5|UNOVA||||PURIFIED||||||||SHINY|||RARE||527||||pokemon_icon_527_00.png|pokemon_icon_527_00_shiny.png
#N/A|WOOBAT_SHADOW|Woobat (Shadow)||WOOBAT|||||SHADOW|WOOBAT_SHADOW|WOOBAT|SHADOW|woobat|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|WOOBAT||527|5|UNOVA||||SHADOW||||||||SHINY|||RARE||527||||pokemon_icon_527_00.png|pokemon_icon_527_00_shiny.png
#N/A|SWOOBAT_NORMAL|Swoobat (Normal)||SWOOBAT|||||NORMAL|SWOOBAT_NORMAL|SWOOBAT|NORMAL|swoobat|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|WOOBAT||528|5|UNOVA||||||||||||SHINY|||RARE||528||||pokemon_icon_528_00.png|pokemon_icon_528_00_shiny.png
#N/A|SWOOBAT_PURIFIED|Swoobat (Purified)||SWOOBAT|||||PURIFIED|SWOOBAT_PURIFIED|SWOOBAT|PURIFIED|swoobat|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|WOOBAT||528|5|UNOVA||||PURIFIED||||||||SHINY|||RARE||528||||pokemon_icon_528_00.png|pokemon_icon_528_00_shiny.png
#N/A|SWOOBAT_SHADOW|Swoobat (Shadow)||SWOOBAT|||||SHADOW|SWOOBAT_SHADOW|SWOOBAT|SHADOW|swoobat|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|WOOBAT||528|5|UNOVA||||SHADOW||||||||SHINY|||RARE||528||||pokemon_icon_528_00.png|pokemon_icon_528_00_shiny.png
#N/A|DRILBUR_NORMAL|Drilbur (Normal)||DRILBUR|||||NORMAL|DRILBUR_NORMAL|DRILBUR|NORMAL|drilbur|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|DRILBUR||529|5|UNOVA|||||||||||||||RARE||529||||pokemon_icon_529_00.png|pokemon_icon_529_00_shiny.png
#N/A|DRILBUR_PURIFIED|Drilbur (Purified)||DRILBUR|||||PURIFIED|DRILBUR_PURIFIED|DRILBUR|PURIFIED|drilbur|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|DRILBUR||529|5|UNOVA||||PURIFIED|||||||||||RARE||529||||pokemon_icon_529_00.png|pokemon_icon_529_00_shiny.png
#N/A|DRILBUR_SHADOW|Drilbur (Shadow)||DRILBUR|||||SHADOW|DRILBUR_SHADOW|DRILBUR|SHADOW|drilbur|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|DRILBUR||529|5|UNOVA||||SHADOW|||||||||||RARE||529||||pokemon_icon_529_00.png|pokemon_icon_529_00_shiny.png
#N/A|EXCADRILL_NORMAL|Excadrill (Normal)||EXCADRILL|||||NORMAL|EXCADRILL_NORMAL|EXCADRILL|NORMAL|excadrill|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|DRILBUR||530|5|UNOVA|||||||||||||||RARE||530||||pokemon_icon_530_00.png|pokemon_icon_530_00_shiny.png
#N/A|EXCADRILL_PURIFIED|Excadrill (Purified)||EXCADRILL|||||PURIFIED|EXCADRILL_PURIFIED|EXCADRILL|PURIFIED|excadrill|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|DRILBUR||530|5|UNOVA||||PURIFIED|||||||||||RARE||530||||pokemon_icon_530_00.png|pokemon_icon_530_00_shiny.png
#N/A|EXCADRILL_SHADOW|Excadrill (Shadow)||EXCADRILL|||||SHADOW|EXCADRILL_SHADOW|EXCADRILL|SHADOW|excadrill|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|DRILBUR||530|5|UNOVA||||SHADOW|||||||||||RARE||530||||pokemon_icon_530_00.png|pokemon_icon_530_00_shiny.png
#N/A|AUDINO_NORMAL|Audino (Normal)||AUDINO|||||NORMAL|AUDINO_NORMAL|AUDINO|NORMAL|audino|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|AUDINO||531|5|UNOVA|||||||||||||||EPIC||531||||pokemon_icon_531_00.png|pokemon_icon_531_00_shiny.png
#N/A|AUDINO_PURIFIED|Audino (Purified)||AUDINO|||||PURIFIED|AUDINO_PURIFIED|AUDINO|PURIFIED|audino|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|AUDINO||531|5|UNOVA||||PURIFIED|||||||||||EPIC||531||||pokemon_icon_531_00.png|pokemon_icon_531_00_shiny.png
#N/A|AUDINO_SHADOW|Audino (Shadow)||AUDINO|||||SHADOW|AUDINO_SHADOW|AUDINO|SHADOW|audino|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|AUDINO||531|5|UNOVA||||SHADOW|||||||||||EPIC||531||||pokemon_icon_531_00.png|pokemon_icon_531_00_shiny.png
#N/A|TIMBURR_NORMAL|Timburr (Normal)||TIMBURR|||||NORMAL|TIMBURR_NORMAL|TIMBURR|NORMAL|timburr|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|TIMBURR||532|5|UNOVA||||||||||||SHINY|||EPIC||532||||pokemon_icon_532_00.png|pokemon_icon_532_00_shiny.png
#N/A|TIMBURR_PURIFIED|Timburr (Purified)||TIMBURR|||||PURIFIED|TIMBURR_PURIFIED|TIMBURR|PURIFIED|timburr|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|TIMBURR||532|5|UNOVA||||PURIFIED||||||||SHINY|||EPIC||532||||pokemon_icon_532_00.png|pokemon_icon_532_00_shiny.png
#N/A|TIMBURR_SHADOW|Timburr (Shadow)||TIMBURR|||||SHADOW|TIMBURR_SHADOW|TIMBURR|SHADOW|timburr|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|TIMBURR||532|5|UNOVA||||SHADOW||||||||SHINY|||EPIC||532||||pokemon_icon_532_00.png|pokemon_icon_532_00_shiny.png
#N/A|GURDURR_NORMAL|Gurdurr (Normal)||GURDURR|||||NORMAL|GURDURR_NORMAL|GURDURR|NORMAL|gurdurr|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|TIMBURR||533|5|UNOVA||||||||||||SHINY|||EPIC||533||||pokemon_icon_533_00.png|pokemon_icon_533_00_shiny.png
#N/A|GURDURR_PURIFIED|Gurdurr (Purified)||GURDURR|||||PURIFIED|GURDURR_PURIFIED|GURDURR|PURIFIED|gurdurr|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|TIMBURR||533|5|UNOVA||||PURIFIED||||||||SHINY|||EPIC||533||||pokemon_icon_533_00.png|pokemon_icon_533_00_shiny.png
#N/A|GURDURR_SHADOW|Gurdurr (Shadow)||GURDURR|||||SHADOW|GURDURR_SHADOW|GURDURR|SHADOW|gurdurr|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|TIMBURR||533|5|UNOVA||||SHADOW||||||||SHINY|||EPIC||533||||pokemon_icon_533_00.png|pokemon_icon_533_00_shiny.png
#N/A|CONKELDURR_NORMAL|Conkeldurr (Normal)||CONKELDURR|||||NORMAL|CONKELDURR_NORMAL|CONKELDURR|NORMAL|conkeldurr|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|TIMBURR||534|5|UNOVA||||||||||||SHINY|||EPIC||534||||pokemon_icon_534_00.png|pokemon_icon_534_00_shiny.png
#N/A|CONKELDURR_PURIFIED|Conkeldurr (Purified)||CONKELDURR|||||PURIFIED|CONKELDURR_PURIFIED|CONKELDURR|PURIFIED|conkeldurr|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|TIMBURR||534|5|UNOVA||||PURIFIED||||||||SHINY|||EPIC||534||||pokemon_icon_534_00.png|pokemon_icon_534_00_shiny.png
#N/A|CONKELDURR_SHADOW|Conkeldurr (Shadow)||CONKELDURR|||||SHADOW|CONKELDURR_SHADOW|CONKELDURR|SHADOW|conkeldurr|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|TIMBURR||534|5|UNOVA||||SHADOW||||||||SHINY|||EPIC||534||||pokemon_icon_534_00.png|pokemon_icon_534_00_shiny.png
#N/A|TYMPOLE_NORMAL|Tympole (Normal)||TYMPOLE|||||NORMAL|TYMPOLE_NORMAL|TYMPOLE|NORMAL|tympole|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|TYMPOLE||535|5|UNOVA|||||||||||||||RARE||535||||pokemon_icon_535_00.png|pokemon_icon_535_00_shiny.png
#N/A|TYMPOLE_PURIFIED|Tympole (Purified)||TYMPOLE|||||PURIFIED|TYMPOLE_PURIFIED|TYMPOLE|PURIFIED|tympole|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|TYMPOLE||535|5|UNOVA||||PURIFIED|||||||||||RARE||535||||pokemon_icon_535_00.png|pokemon_icon_535_00_shiny.png
#N/A|TYMPOLE_SHADOW|Tympole (Shadow)||TYMPOLE|||||SHADOW|TYMPOLE_SHADOW|TYMPOLE|SHADOW|tympole|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|TYMPOLE||535|5|UNOVA||||SHADOW|||||||||||RARE||535||||pokemon_icon_535_00.png|pokemon_icon_535_00_shiny.png
#N/A|PALPITOAD_NORMAL|Palpitoad (Normal)||PALPITOAD|||||NORMAL|PALPITOAD_NORMAL|PALPITOAD|NORMAL|palpitoad|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|TYMPOLE||536|5|UNOVA|||||||||||||||RARE||536||||pokemon_icon_536_00.png|pokemon_icon_536_00_shiny.png
#N/A|PALPITOAD_PURIFIED|Palpitoad (Purified)||PALPITOAD|||||PURIFIED|PALPITOAD_PURIFIED|PALPITOAD|PURIFIED|palpitoad|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|TYMPOLE||536|5|UNOVA||||PURIFIED|||||||||||RARE||536||||pokemon_icon_536_00.png|pokemon_icon_536_00_shiny.png
#N/A|PALPITOAD_SHADOW|Palpitoad (Shadow)||PALPITOAD|||||SHADOW|PALPITOAD_SHADOW|PALPITOAD|SHADOW|palpitoad|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|TYMPOLE||536|5|UNOVA||||SHADOW|||||||||||RARE||536||||pokemon_icon_536_00.png|pokemon_icon_536_00_shiny.png
#N/A|SEISMITOAD_NORMAL|Seismitoad (Normal)||SEISMITOAD|||||NORMAL|SEISMITOAD_NORMAL|SEISMITOAD|NORMAL|seismitoad|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|TYMPOLE||537|5|UNOVA|||||||||||||||RARE||537||||pokemon_icon_537_00.png|pokemon_icon_537_00_shiny.png
#N/A|SEISMITOAD_PURIFIED|Seismitoad (Purified)||SEISMITOAD|||||PURIFIED|SEISMITOAD_PURIFIED|SEISMITOAD|PURIFIED|seismitoad|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|TYMPOLE||537|5|UNOVA||||PURIFIED|||||||||||RARE||537||||pokemon_icon_537_00.png|pokemon_icon_537_00_shiny.png
#N/A|SEISMITOAD_SHADOW|Seismitoad (Shadow)||SEISMITOAD|||||SHADOW|SEISMITOAD_SHADOW|SEISMITOAD|SHADOW|seismitoad|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|TYMPOLE||537|5|UNOVA||||SHADOW|||||||||||RARE||537||||pokemon_icon_537_00.png|pokemon_icon_537_00_shiny.png
#N/A|THROH_NORMAL|Throh (Normal)||THROH|||||NORMAL|THROH_NORMAL|THROH|NORMAL|throh|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|THROH||538|5|UNOVA||||||||||NORTH_AMERICA,SOUTH_AMERICA,AFRICA|||||REGIONAL||538||||pokemon_icon_538_00.png|pokemon_icon_538_00_shiny.png
#N/A|THROH_PURIFIED|Throh (Purified)||THROH|||||PURIFIED|THROH_PURIFIED|THROH|PURIFIED|throh|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|THROH||538|5|UNOVA||||PURIFIED||||||NORTH_AMERICA,SOUTH_AMERICA,AFRICA|||||REGIONAL||538||||pokemon_icon_538_00.png|pokemon_icon_538_00_shiny.png
#N/A|THROH_SHADOW|Throh (Shadow)||THROH|||||SHADOW|THROH_SHADOW|THROH|SHADOW|throh|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|THROH||538|5|UNOVA||||SHADOW||||||NORTH_AMERICA,SOUTH_AMERICA,AFRICA|||||REGIONAL||538||||pokemon_icon_538_00.png|pokemon_icon_538_00_shiny.png
#N/A|SAWK_NORMAL|Sawk (Normal)||SAWK|||||NORMAL|SAWK_NORMAL|SAWK|NORMAL|sawk|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|SAWK||539|5|UNOVA||||||||||EUROPE,ASIA,AUSTRALASIA,NEW_ZEALAND,MIDDLE_EAST|||||REGIONAL||539||||pokemon_icon_539_00.png|pokemon_icon_539_00_shiny.png
#N/A|SAWK_PURIFIED|Sawk (Purified)||SAWK|||||PURIFIED|SAWK_PURIFIED|SAWK|PURIFIED|sawk|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|SAWK||539|5|UNOVA||||PURIFIED||||||EUROPE,ASIA,AUSTRALASIA,NEW_ZEALAND,MIDDLE_EAST|||||REGIONAL||539||||pokemon_icon_539_00.png|pokemon_icon_539_00_shiny.png
#N/A|SAWK_SHADOW|Sawk (Shadow)||SAWK|||||SHADOW|SAWK_SHADOW|SAWK|SHADOW|sawk|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|SAWK||539|5|UNOVA||||SHADOW||||||EUROPE,ASIA,AUSTRALASIA,NEW_ZEALAND,MIDDLE_EAST|||||REGIONAL||539||||pokemon_icon_539_00.png|pokemon_icon_539_00_shiny.png
#N/A|SEWADDLE_NORMAL|Sewaddle (Normal)||SEWADDLE|||||NORMAL|SEWADDLE_NORMAL|SEWADDLE|NORMAL|sewaddle|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|SEWADDLE||540|5|UNOVA|||||||||||||||COMMON||540||||pokemon_icon_540_00.png|pokemon_icon_540_00_shiny.png
#N/A|SEWADDLE_PURIFIED|Sewaddle (Purified)||SEWADDLE|||||PURIFIED|SEWADDLE_PURIFIED|SEWADDLE|PURIFIED|sewaddle|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|SEWADDLE||540|5|UNOVA||||PURIFIED|||||||||||COMMON||540||||pokemon_icon_540_00.png|pokemon_icon_540_00_shiny.png
#N/A|SEWADDLE_SHADOW|Sewaddle (Shadow)||SEWADDLE|||||SHADOW|SEWADDLE_SHADOW|SEWADDLE|SHADOW|sewaddle|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|SEWADDLE||540|5|UNOVA||||SHADOW|||||||||||COMMON||540||||pokemon_icon_540_00.png|pokemon_icon_540_00_shiny.png
#N/A|SWADLOON_NORMAL|Swadloon (Normal)||SWADLOON|||||NORMAL|SWADLOON_NORMAL|SWADLOON|NORMAL|swadloon|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|SEWADDLE||541|5|UNOVA|||||||||||||||COMMON||541||||pokemon_icon_541_00.png|pokemon_icon_541_00_shiny.png
#N/A|SWADLOON_PURIFIED|Swadloon (Purified)||SWADLOON|||||PURIFIED|SWADLOON_PURIFIED|SWADLOON|PURIFIED|swadloon|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|SEWADDLE||541|5|UNOVA||||PURIFIED|||||||||||COMMON||541||||pokemon_icon_541_00.png|pokemon_icon_541_00_shiny.png
#N/A|SWADLOON_SHADOW|Swadloon (Shadow)||SWADLOON|||||SHADOW|SWADLOON_SHADOW|SWADLOON|SHADOW|swadloon|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|SEWADDLE||541|5|UNOVA||||SHADOW|||||||||||COMMON||541||||pokemon_icon_541_00.png|pokemon_icon_541_00_shiny.png
#N/A|LEAVANNY_NORMAL|Leavanny (Normal)||LEAVANNY|||||NORMAL|LEAVANNY_NORMAL|LEAVANNY|NORMAL|leavanny|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|SEWADDLE||542|5|UNOVA|||||||||||||||COMMON||542||||pokemon_icon_542_00.png|pokemon_icon_542_00_shiny.png
#N/A|LEAVANNY_PURIFIED|Leavanny (Purified)||LEAVANNY|||||PURIFIED|LEAVANNY_PURIFIED|LEAVANNY|PURIFIED|leavanny|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|SEWADDLE||542|5|UNOVA||||PURIFIED|||||||||||COMMON||542||||pokemon_icon_542_00.png|pokemon_icon_542_00_shiny.png
#N/A|LEAVANNY_SHADOW|Leavanny (Shadow)||LEAVANNY|||||SHADOW|LEAVANNY_SHADOW|LEAVANNY|SHADOW|leavanny|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|SEWADDLE||542|5|UNOVA||||SHADOW|||||||||||COMMON||542||||pokemon_icon_542_00.png|pokemon_icon_542_00_shiny.png
#N/A|VENIPEDE_NORMAL|Venipede (Normal)||VENIPEDE|||||NORMAL|VENIPEDE_NORMAL|VENIPEDE|NORMAL|venipede|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|VENIPEDE||543|5|UNOVA|||||||||||||||RARE||543||||pokemon_icon_543_00.png|pokemon_icon_543_00_shiny.png
#N/A|VENIPEDE_PURIFIED|Venipede (Purified)||VENIPEDE|||||PURIFIED|VENIPEDE_PURIFIED|VENIPEDE|PURIFIED|venipede|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|VENIPEDE||543|5|UNOVA||||PURIFIED|||||||||||RARE||543||||pokemon_icon_543_00.png|pokemon_icon_543_00_shiny.png
#N/A|VENIPEDE_SHADOW|Venipede (Shadow)||VENIPEDE|||||SHADOW|VENIPEDE_SHADOW|VENIPEDE|SHADOW|venipede|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|VENIPEDE||543|5|UNOVA||||SHADOW|||||||||||RARE||543||||pokemon_icon_543_00.png|pokemon_icon_543_00_shiny.png
#N/A|WHIRLIPEDE_NORMAL|Whirlipede (Normal)||WHIRLIPEDE|||||NORMAL|WHIRLIPEDE_NORMAL|WHIRLIPEDE|NORMAL|whirlipede|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|VENIPEDE||544|5|UNOVA|||||||||||||||RARE||544||||pokemon_icon_544_00.png|pokemon_icon_544_00_shiny.png
#N/A|WHIRLIPEDE_PURIFIED|Whirlipede (Purified)||WHIRLIPEDE|||||PURIFIED|WHIRLIPEDE_PURIFIED|WHIRLIPEDE|PURIFIED|whirlipede|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|VENIPEDE||544|5|UNOVA||||PURIFIED|||||||||||RARE||544||||pokemon_icon_544_00.png|pokemon_icon_544_00_shiny.png
#N/A|WHIRLIPEDE_SHADOW|Whirlipede (Shadow)||WHIRLIPEDE|||||SHADOW|WHIRLIPEDE_SHADOW|WHIRLIPEDE|SHADOW|whirlipede|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|VENIPEDE||544|5|UNOVA||||SHADOW|||||||||||RARE||544||||pokemon_icon_544_00.png|pokemon_icon_544_00_shiny.png
#N/A|SCOLIPEDE_NORMAL|Scolipede (Normal)||SCOLIPEDE|||||NORMAL|SCOLIPEDE_NORMAL|SCOLIPEDE|NORMAL|scolipede|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|VENIPEDE||545|5|UNOVA|||||||||||||||RARE||545||||pokemon_icon_545_00.png|pokemon_icon_545_00_shiny.png
#N/A|SCOLIPEDE_PURIFIED|Scolipede (Purified)||SCOLIPEDE|||||PURIFIED|SCOLIPEDE_PURIFIED|SCOLIPEDE|PURIFIED|scolipede|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|VENIPEDE||545|5|UNOVA||||PURIFIED|||||||||||RARE||545||||pokemon_icon_545_00.png|pokemon_icon_545_00_shiny.png
#N/A|SCOLIPEDE_SHADOW|Scolipede (Shadow)||SCOLIPEDE|||||SHADOW|SCOLIPEDE_SHADOW|SCOLIPEDE|SHADOW|scolipede|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|VENIPEDE||545|5|UNOVA||||SHADOW|||||||||||RARE||545||||pokemon_icon_545_00.png|pokemon_icon_545_00_shiny.png
#N/A|COTTONEE_NORMAL|Cottonee (Normal)||COTTONEE|||||NORMAL|COTTONEE_NORMAL|COTTONEE|NORMAL|cottonee|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|COTTONEE||546|5|UNOVA|||||||||||||||COMMON||546||||pokemon_icon_546_00.png|pokemon_icon_546_00_shiny.png
#N/A|COTTONEE_PURIFIED|Cottonee (Purified)||COTTONEE|||||PURIFIED|COTTONEE_PURIFIED|COTTONEE|PURIFIED|cottonee|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|COTTONEE||546|5|UNOVA||||PURIFIED|||||||||||COMMON||546||||pokemon_icon_546_00.png|pokemon_icon_546_00_shiny.png
#N/A|COTTONEE_SHADOW|Cottonee (Shadow)||COTTONEE|||||SHADOW|COTTONEE_SHADOW|COTTONEE|SHADOW|cottonee|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|COTTONEE||546|5|UNOVA||||SHADOW|||||||||||COMMON||546||||pokemon_icon_546_00.png|pokemon_icon_546_00_shiny.png
#N/A|WHIMSICOTT_NORMAL|Whimsicott (Normal)||WHIMSICOTT|||||NORMAL|WHIMSICOTT_NORMAL|WHIMSICOTT|NORMAL|whimsicott|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|COTTONEE||547|5|UNOVA|||||||||||||||COMMON||547||||pokemon_icon_547_00.png|pokemon_icon_547_00_shiny.png
#N/A|WHIMSICOTT_PURIFIED|Whimsicott (Purified)||WHIMSICOTT|||||PURIFIED|WHIMSICOTT_PURIFIED|WHIMSICOTT|PURIFIED|whimsicott|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|COTTONEE||547|5|UNOVA||||PURIFIED|||||||||||COMMON||547||||pokemon_icon_547_00.png|pokemon_icon_547_00_shiny.png
#N/A|WHIMSICOTT_SHADOW|Whimsicott (Shadow)||WHIMSICOTT|||||SHADOW|WHIMSICOTT_SHADOW|WHIMSICOTT|SHADOW|whimsicott|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|COTTONEE||547|5|UNOVA||||SHADOW|||||||||||COMMON||547||||pokemon_icon_547_00.png|pokemon_icon_547_00_shiny.png
#N/A|PETILIL_NORMAL|Petilil (Normal)||PETILIL|||||NORMAL|PETILIL_NORMAL|PETILIL|NORMAL|petilil|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|PETILIL||548|5|UNOVA|||||||||||||||COMMON||548||||pokemon_icon_548_00.png|pokemon_icon_548_00_shiny.png
#N/A|PETILIL_PURIFIED|Petilil (Purified)||PETILIL|||||PURIFIED|PETILIL_PURIFIED|PETILIL|PURIFIED|petilil|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|PETILIL||548|5|UNOVA||||PURIFIED|||||||||||COMMON||548||||pokemon_icon_548_00.png|pokemon_icon_548_00_shiny.png
#N/A|PETILIL_SHADOW|Petilil (Shadow)||PETILIL|||||SHADOW|PETILIL_SHADOW|PETILIL|SHADOW|petilil|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|PETILIL||548|5|UNOVA||||SHADOW|||||||||||COMMON||548||||pokemon_icon_548_00.png|pokemon_icon_548_00_shiny.png
#N/A|LILLIGANT_NORMAL|Lilligant (Normal)||LILLIGANT|||||NORMAL|LILLIGANT_NORMAL|LILLIGANT|NORMAL|lilligant|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|PETILIL||549|5|UNOVA|||||||||||||||COMMON||549||||pokemon_icon_549_00.png|pokemon_icon_549_00_shiny.png
#N/A|LILLIGANT_PURIFIED|Lilligant (Purified)||LILLIGANT|||||PURIFIED|LILLIGANT_PURIFIED|LILLIGANT|PURIFIED|lilligant|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|PETILIL||549|5|UNOVA||||PURIFIED|||||||||||COMMON||549||||pokemon_icon_549_00.png|pokemon_icon_549_00_shiny.png
#N/A|LILLIGANT_SHADOW|Lilligant (Shadow)||LILLIGANT|||||SHADOW|LILLIGANT_SHADOW|LILLIGANT|SHADOW|lilligant|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|PETILIL||549|5|UNOVA||||SHADOW|||||||||||COMMON||549||||pokemon_icon_549_00.png|pokemon_icon_549_00_shiny.png
#N/A|BASCULIN_NORMAL|Basculin (Normal)||BASCULIN|||||NORMAL|BASCULIN_NORMAL|BASCULIN|NORMAL|basculin-red|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|BASCULIN||550|5|UNOVA||||||||||REGIONAL|||||REGIONAL||550||||pokemon_icon_550_00.png|pokemon_icon_550_00_shiny.png
